0.805
7, 7, 0.985
1, 1, 0.991
7, 7, 0.994
1, 1, 0.954
1, 1, 0.995
6, 6, 0.989
3, 3, 0.979
0, 0, 0.972
2, 6, 0.958
9, 9, 0.957
3, 3, 0.958
1, 1, 0.993
1, 1, 0.993
0, 0, 0.997
4, 4, 0.976
9, 9, 0.977
2, 2, 0.961
0, 0, 0.991
0, 0, 0.997
2, 3, 0.936
0, 0, 0.995
2, 2, 0.988
7, 7, 0.995
1, 1, 0.988
8, 8, 0.948
6, 6, 0.994
4, 4, 0.937
1, 1, 0.992
6, 6, 0.989
3, 3, 0.981
4, 4, 0.973
5, 1, 0.908
9, 7, 0.967
1, 8, 0.840
3, 3, 0.981
3, 3, 0.973
8, 1, 0.967
5, 0, 0.902
4, 4, 0.973
7, 7, 0.934
7, 7, 0.945
4, 4, 0.952
2, 2, 0.881
8, 8, 0.930
5, 5, 0.865
8, 2, 0.967
6, 6, 0.989
7, 4, 0.889
3, 3, 0.987
4, 4, 0.854
6, 6, 0.994
1, 1, 0.993
9, 9, 0.943
9, 7, 0.977
6, 6, 0.995
0, 0, 0.994
3, 3, 0.966
7, 9, 0.921
2, 2, 0.973
8, 9, 0.824
2, 3, 0.951
9, 9, 0.961
4, 4, 0.956
4, 4, 0.970
6, 6, 0.996
4, 4, 0.968
9, 9, 0.964
7, 1, 0.962
0, 0, 0.993
9, 9, 0.978
2, 2, 0.978
9, 7, 0.985
5, 8, 0.887
1, 1, 0.992
5, 5, 0.902
9, 9, 0.951
1, 1, 0.993
2, 0, 0.939
3, 3, 0.977
2, 1, 0.933
3, 3, 0.920
5, 3, 0.958
9, 9, 0.979
1, 1, 0.993
7, 7, 0.993
6, 6, 0.987
2, 2, 0.978
8, 8, 0.883
2, 2, 0.850
2, 2, 0.989
5, 5, 0.871
0, 0, 0.994
7, 7, 0.992
4, 4, 0.977
9, 7, 0.959
7, 7, 0.992
8, 8, 0.948
3, 3, 0.958
2, 2, 0.920
1, 1, 0.982
1, 1, 0.984
8, 8, 0.923
3, 3, 0.972
6, 6, 0.973
1, 1, 0.991
0, 0, 0.986
3, 3, 0.913
1, 1, 0.995
0, 0, 0.992
0, 0, 0.956
1, 1, 0.995
7, 9, 0.892
2, 2, 0.994
7, 7, 0.994
3, 3, 0.991
0, 0, 0.980
4, 4, 0.963
6, 6, 0.990
5, 5, 0.954
2, 2, 0.985
6, 6, 0.995
4, 4, 0.952
7, 7, 0.990
1, 7, 0.887
8, 8, 0.940
9, 9, 0.970
9, 9, 0.954
3, 5, 0.837
0, 0, 0.990
7, 7, 0.990
1, 1, 0.994
0, 6, 0.940
2, 2, 0.991
0, 0, 0.980
3, 3, 0.988
5, 3, 0.953
4, 4, 0.976
6, 6, 0.986
5, 5, 0.942
8, 1, 0.964
6, 6, 0.983
3, 3, 0.989
7, 7, 0.994
5, 8, 0.909
8, 8, 0.958
0, 0, 0.942
9, 9, 0.948
1, 1, 0.979
0, 0, 0.990
3, 9, 0.791
1, 1, 0.994
2, 2, 0.987
2, 2, 0.992
3, 3, 0.932
3, 3, 0.984
6, 1, 0.937
4, 4, 0.978
7, 7, 0.974
5, 5, 0.891
0, 0, 0.929
6, 6, 0.993
2, 0, 0.951
7, 7, 0.995
9, 4, 0.952
8, 8, 0.947
5, 3, 0.944
9, 9, 0.962
2, 7, 0.926
1, 1, 0.994
1, 1, 0.976
4, 4, 0.961
4, 9, 0.965
5, 5, 0.944
6, 2, 0.914
4, 4, 0.969
1, 1, 0.990
2, 2, 0.992
5, 2, 0.968
3, 3, 0.985
9, 9, 0.967
3, 3, 0.986
9, 9, 0.908
0, 0, 0.996
5, 3, 0.971
9, 9, 0.939
6, 6, 0.995
5, 3, 0.842
7, 7, 0.992
4, 4, 0.975
1, 1, 0.995
3, 3, 0.982
4, 4, 0.903
0, 0, 0.997
4, 4, 0.970
8, 8, 0.953
0, 0, 0.995
4, 4, 0.978
3, 3, 0.985
6, 6, 0.994
8, 8, 0.924
7, 7, 0.993
6, 6, 0.994
0, 0, 0.997
9, 7, 0.969
7, 7, 0.990
5, 0, 0.943
7, 7, 0.992
2, 2, 0.994
1, 1, 0.992
1, 1, 0.991
6, 6, 0.993
8, 8, 0.905
9, 9, 0.943
4, 4, 0.920
1, 1, 0.995
5, 3, 0.906
2, 2, 0.990
2, 2, 0.949
9, 9, 0.946
0, 0, 0.993
3, 3, 0.985
9, 4, 0.922
6, 6, 0.989
7, 7, 0.974
2, 2, 0.993
0, 0, 0.996
3, 3, 0.980
5, 5, 0.921
4, 4, 0.985
3, 3, 0.983
6, 6, 0.992
5, 5, 0.937
8, 8, 0.954
9, 4, 0.961
5, 5, 0.896
4, 4, 0.950
7, 7, 0.993
4, 4, 0.973
2, 2, 0.993
7, 9, 0.909
3, 3, 0.983
4, 4, 0.897
8, 8, 0.944
9, 4, 0.955
1, 1, 0.994
9, 3, 0.916
2, 2, 0.992
8, 8, 0.934
7, 7, 0.993
9, 9, 0.960
1, 1, 0.991
8, 8, 0.929
7, 7, 0.989
4, 9, 0.930
1, 1, 0.992
3, 3, 0.979
1, 1, 0.994
1, 1, 0.978
0, 0, 0.997
2, 2, 0.976
3, 3, 0.982
9, 9, 0.969
4, 4, 0.951
9, 4, 0.938
2, 2, 0.993
1, 1, 0.992
6, 6, 0.994
8, 8, 0.928
4, 4, 0.978
7, 1, 0.984
7, 7, 0.986
4, 4, 0.957
4, 4, 0.980
9, 4, 0.965
2, 2, 0.989
5, 8, 0.923
7, 7, 0.993
2, 2, 0.993
4, 4, 0.958
4, 4, 0.948
2, 2, 0.988
1, 1, 0.991
9, 9, 0.972
7, 9, 0.962
2, 2, 0.991
8, 8, 0.939
7, 7, 0.994
6, 6, 0.905
9, 9, 0.948
2, 2, 0.966
2, 2, 0.867
3, 3, 0.979
8, 8, 0.953
1, 8, 0.910
6, 6, 0.994
5, 5, 0.919
1, 1, 0.992
1, 1, 0.989
0, 0, 0.997
2, 2, 0.975
6, 6, 0.987
4, 4, 0.975
5, 5, 0.925
8, 3, 0.979
3, 3, 0.983
1, 1, 0.960
5, 5, 0.922
1, 1, 0.993
9, 9, 0.962
2, 2, 0.990
7, 7, 0.991
4, 9, 0.922
4, 4, 0.971
4, 6, 0.953
8, 8, 0.922
1, 1, 0.992
5, 8, 0.808
8, 8, 0.776
9, 9, 0.960
5, 5, 0.887
6, 6, 0.995
7, 7, 0.981
9, 9, 0.953
9, 9, 0.907
3, 3, 0.958
7, 7, 0.992
0, 0, 0.998
9, 9, 0.940
0, 0, 0.997
6, 6, 0.983
6, 6, 0.993
2, 2, 0.982
3, 3, 0.984
9, 4, 0.918
0, 0, 0.997
7, 7, 0.963
5, 5, 0.821
4, 4, 0.975
8, 8, 0.925
0, 0, 0.993
9, 9, 0.956
4, 4, 0.965
1, 1, 0.991
2, 1, 0.892
8, 8, 0.952
7, 7, 0.938
1, 1, 0.990
2, 2, 0.983
6, 6, 0.993
1, 1, 0.992
0, 0, 0.989
3, 3, 0.958
0, 0, 0.997
1, 1, 0.991
1, 1, 0.993
8, 8, 0.939
2, 2, 0.986
0, 0, 0.996
3, 8, 0.859
9, 9, 0.958
4, 4, 0.980
0, 0, 0.998
5, 5, 0.830
0, 0, 0.989
6, 6, 0.996
1, 1, 0.987
7, 7, 0.981
7, 7, 0.900
8, 8, 0.884
1, 8, 0.881
9, 9, 0.951
2, 1, 0.966
0, 0, 0.996
5, 5, 0.940
1, 1, 0.988
2, 4, 0.896
2, 2, 0.986
7, 7, 0.978
3, 3, 0.974
5, 5, 0.916
4, 4, 0.967
9, 9, 0.947
7, 7, 0.885
1, 1, 0.989
8, 6, 0.898
3, 3, 0.944
9, 9, 0.910
6, 6, 0.868
0, 0, 0.991
3, 3, 0.987
1, 1, 0.953
1, 1, 0.991
2, 2, 0.978
6, 0, 0.992
3, 3, 0.965
5, 5, 0.946
7, 2, 0.816
6, 6, 0.989
8, 8, 0.951
3, 7, 0.956
9, 8, 0.861
5, 8, 0.907
8, 1, 0.963
5, 3, 0.958
7, 7, 0.994
6, 6, 0.956
1, 1, 0.987
1, 1, 0.984
3, 8, 0.856
1, 1, 0.990
7, 1, 0.907
5, 5, 0.925
5, 5, 0.891
5, 3, 0.889
2, 2, 0.988
5, 5, 0.830
8, 6, 0.931
7, 7, 0.946
0, 0, 0.997
9, 9, 0.947
7, 7, 0.985
7, 7, 0.996
5, 8, 0.810
0, 0, 0.991
9, 9, 0.971
0, 0, 0.997
0, 0, 0.957
8, 6, 0.912
9, 9, 0.888
2, 2, 0.966
4, 4, 0.971
8, 8, 0.900
1, 1, 0.923
6, 6, 0.985
1, 1, 0.961
6, 6, 0.971
5, 5, 0.879
1, 1, 0.992
8, 8, 0.936
3, 3, 0.881
4, 4, 0.982
0, 0, 0.978
5, 5, 0.887
5, 3, 0.963
8, 8, 0.943
3, 3, 0.964
6, 6, 0.951
2, 2, 0.972
3, 3, 0.971
9, 9, 0.962
2, 2, 0.976
1, 1, 0.976
1, 1, 0.990
5, 5, 0.900
2, 2, 0.976
1, 1, 0.993
3, 3, 0.977
2, 6, 0.817
8, 8, 0.925
7, 3, 0.871
3, 3, 0.923
7, 7, 0.988
2, 2, 0.986
4, 4, 0.975
6, 6, 0.991
9, 9, 0.937
7, 7, 0.987
2, 2, 0.985
4, 4, 0.968
2, 2, 0.971
8, 8, 0.954
1, 1, 0.994
1, 1, 0.991
3, 3, 0.929
8, 8, 0.943
4, 7, 0.943
0, 0, 0.997
6, 6, 0.986
5, 5, 0.878
9, 9, 0.962
3, 8, 0.920
0, 0, 0.983
9, 9, 0.836
2, 6, 0.952
4, 4, 0.980
7, 7, 0.882
1, 1, 0.974
2, 1, 0.975
9, 9, 0.909
4, 4, 0.946
2, 2, 0.966
6, 6, 0.954
1, 1, 0.991
8, 8, 0.932
9, 7, 0.962
0, 0, 0.994
6, 6, 0.969
6, 6, 0.996
7, 7, 0.984
9, 9, 0.934
9, 8, 0.807
8, 8, 0.914
0, 0, 0.992
1, 1, 0.971
4, 6, 0.923
4, 4, 0.961
6, 6, 0.944
7, 7, 0.970
1, 1, 0.990
5, 9, 0.932
7, 1, 0.921
0, 0, 0.995
3, 5, 0.832
5, 6, 0.890
8, 8, 0.906
4, 4, 0.979
7, 7, 0.988
1, 1, 0.985
2, 2, 0.982
5, 0, 0.964
9, 9, 0.949
5, 5, 0.950
6, 6, 0.981
7, 7, 0.988
5, 5, 0.914
9, 4, 0.954
8, 6, 0.903
8, 8, 0.919
3, 3, 0.878
6, 8, 0.908
9, 8, 0.840
7, 7, 0.990
0, 0, 0.982
7, 7, 0.950
5, 4, 0.842
7, 7, 0.986
1, 1, 0.973
1, 1, 0.990
0, 0, 0.997
7, 7, 0.987
9, 1, 0.925
2, 2, 0.992
3, 3, 0.929
7, 1, 0.971
3, 3, 0.878
2, 1, 0.956
4, 4, 0.926
1, 1, 0.992
6, 6, 0.993
2, 1, 0.965
7, 7, 0.989
5, 5, 0.916
5, 5, 0.899
7, 7, 0.994
4, 4, 0.979
0, 0, 0.993
2, 2, 0.980
6, 6, 0.991
3, 8, 0.889
6, 6, 0.937
4, 8, 0.862
0, 0, 0.992
4, 4, 0.974
2, 7, 0.889
6, 6, 0.959
0, 0, 0.971
0, 0, 0.974
0, 0, 0.985
0, 0, 0.997
3, 0, 0.962
1, 1, 0.994
6, 6, 0.993
2, 2, 0.990
2, 2, 0.957
3, 3, 0.987
1, 1, 0.991
4, 4, 0.929
1, 1, 0.992
5, 0, 0.965
4, 4, 0.910
6, 6, 0.991
4, 4, 0.903
7, 7, 0.995
2, 2, 0.994
8, 8, 0.948
7, 7, 0.986
9, 9, 0.962
2, 2, 0.942
0, 0, 0.996
5, 8, 0.892
1, 1, 0.991
4, 4, 0.948
2, 2, 0.948
8, 8, 0.910
3, 3, 0.982
2, 2, 0.970
4, 4, 0.918
1, 1, 0.994
5, 0, 0.948
4, 4, 0.929
6, 6, 0.991
0, 0, 0.994
7, 7, 0.991
9, 9, 0.858
8, 1, 0.953
4, 4, 0.955
9, 9, 0.968
8, 8, 0.927
0, 0, 0.995
1, 1, 0.990
1, 1, 0.991
0, 0, 0.898
2, 2, 0.993
2, 2, 0.987
3, 3, 0.973
2, 2, 0.982
4, 4, 0.975
4, 9, 0.934
5, 5, 0.962
8, 1, 0.937
6, 6, 0.994
5, 5, 0.894
7, 7, 0.992
7, 7, 0.995
8, 8, 0.944
8, 8, 0.931
9, 9, 0.962
7, 7, 0.931
4, 4, 0.891
7, 7, 0.967
3, 3, 0.976
2, 2, 0.991
0, 0, 0.997
8, 8, 0.935
6, 6, 0.994
8, 3, 0.916
6, 6, 0.991
1, 1, 0.968
6, 6, 0.991
8, 5, 0.921
9, 4, 0.954
4, 4, 0.929
0, 0, 0.997
9, 9, 0.935
0, 0, 0.995
4, 8, 0.850
1, 1, 0.991
5, 3, 0.943
4, 9, 0.940
7, 7, 0.989
5, 5, 0.962
3, 3, 0.988
7, 7, 0.987
4, 4, 0.877
9, 9, 0.967
8, 8, 0.888
5, 0, 0.972
8, 8, 0.940
6, 6, 0.989
3, 3, 0.872
8, 8, 0.954
6, 6, 0.978
9, 9, 0.971
9, 9, 0.975
1, 1, 0.993
8, 8, 0.959
3, 3, 0.980
5, 3, 0.932
8, 8, 0.932
6, 4, 0.813
5, 5, 0.952
9, 4, 0.977
7, 7, 0.994
2, 2, 0.992
5, 5, 0.848
0, 0, 0.952
8, 8, 0.952
5, 9, 0.856
1, 1, 0.991
1, 1, 0.993
0, 0, 0.997
9, 4, 0.900
1, 1, 0.990
8, 8, 0.883
6, 6, 0.995
7, 7, 0.982
0, 0, 0.997
9, 6, 0.870
3, 3, 0.975
0, 0, 0.988
8, 8, 0.959
8, 2, 0.950
9, 9, 0.954
6, 6, 0.996
7, 7, 0.977
8, 8, 0.923
4, 4, 0.979
7, 7, 0.993
5, 5, 0.945
9, 4, 0.957
2, 2, 0.924
6, 6, 0.984
7, 7, 0.984
4, 4, 0.969
5, 5, 0.941
9, 9, 0.968
2, 2, 0.971
3, 3, 0.878
1, 1, 0.992
6, 6, 0.989
3, 3, 0.970
9, 9, 0.975
2, 2, 0.894
2, 2, 0.994
5, 0, 0.946
6, 6, 0.993
8, 8, 0.943
0, 0, 0.991
7, 7, 0.993
7, 7, 0.990
1, 1, 0.985
9, 9, 0.874
8, 8, 0.944
7, 7, 0.979
0, 0, 0.995
9, 7, 0.884
9, 4, 0.935
4, 2, 0.947
6, 6, 0.994
2, 2, 0.977
8, 8, 0.955
5, 3, 0.901
1, 1, 0.992
4, 4, 0.976
1, 1, 0.991
5, 8, 0.907
5, 5, 0.952
1, 1, 0.991
7, 7, 0.991
3, 3, 0.977
6, 6, 0.996
4, 4, 0.923
3, 8, 0.914
2, 0, 0.944
5, 5, 0.944
6, 6, 0.953
4, 4, 0.984
4, 4, 0.944
0, 0, 0.995
4, 6, 0.976
4, 4, 0.975
6, 6, 0.982
7, 7, 0.993
2, 9, 0.964
4, 4, 0.972
3, 3, 0.974
3, 3, 0.968
8, 8, 0.912
0, 0, 0.993
0, 0, 0.997
3, 3, 0.961
2, 2, 0.987
2, 4, 0.825
9, 7, 0.930
8, 8, 0.935
2, 3, 0.977
3, 3, 0.972
7, 7, 0.974
0, 0, 0.991
1, 1, 0.880
1, 1, 0.994
0, 0, 0.993
2, 2, 0.989
3, 3, 0.989
3, 3, 0.979
8, 8, 0.907
4, 4, 0.971
3, 3, 0.909
5, 8, 0.788
7, 7, 0.995
6, 6, 0.993
4, 4, 0.940
7, 7, 0.993
7, 1, 0.976
8, 8, 0.951
5, 3, 0.932
9, 9, 0.976
7, 7, 0.986
0, 0, 0.964
3, 3, 0.977
1, 1, 0.994
6, 1, 0.970
2, 2, 0.955
4, 4, 0.957
3, 3, 0.967
4, 4, 0.968
4, 4, 0.972
7, 7, 0.983
5, 8, 0.804
9, 9, 0.873
6, 6, 0.994
9, 0, 0.993
0, 0, 0.927
7, 7, 0.996
1, 1, 0.989
4, 4, 0.931
2, 2, 0.985
7, 7, 0.992
3, 3, 0.974
6, 6, 0.956
7, 7, 0.993
5, 5, 0.933
8, 8, 0.904
4, 4, 0.973
5, 8, 0.832
5, 6, 0.969
2, 2, 0.960
7, 7, 0.899
1, 1, 0.992
1, 1, 0.994
5, 6, 0.805
6, 6, 0.944
8, 8, 0.944
5, 3, 0.958
8, 8, 0.955
4, 4, 0.961
0, 0, 0.996
7, 7, 0.993
9, 9, 0.941
9, 4, 0.939
2, 2, 0.870
9, 9, 0.964
7, 9, 0.953
7, 7, 0.967
8, 8, 0.910
7, 7, 0.947
4, 4, 0.973
2, 2, 0.960
6, 2, 0.919
9, 4, 0.967
1, 1, 0.988
7, 7, 0.993
0, 2, 0.772
6, 6, 0.992
4, 4, 0.974
2, 8, 0.945
5, 6, 0.798
7, 7, 0.897
0, 0, 0.993
7, 7, 0.980
1, 1, 0.990
0, 0, 0.984
3, 3, 0.940
7, 7, 0.975
6, 6, 0.981
5, 5, 0.915
0, 0, 0.974
6, 6, 0.968
1, 1, 0.992
5, 5, 0.940
1, 1, 0.989
7, 7, 0.992
8, 8, 0.946
5, 3, 0.957
0, 0, 0.992
3, 6, 0.794
4, 4, 0.970
7, 7, 0.941
7, 7, 0.990
5, 5, 0.907
7, 7, 0.972
8, 8, 0.913
6, 6, 0.988
9, 8, 0.831
3, 3, 0.984
8, 8, 0.944
6, 6, 0.935
1, 1, 0.936
0, 0, 0.984
9, 9, 0.935
7, 7, 0.990
1, 1, 0.984
3, 3, 0.941
0, 0, 0.974
5, 8, 0.815
6, 6, 0.977
4, 4, 0.977
4, 4, 0.968
2, 2, 0.946
4, 4, 0.981
4, 5, 0.891
3, 3, 0.955
1, 1, 0.986
7, 7, 0.994
7, 9, 0.972
6, 6, 0.983
0, 0, 0.975
3, 3, 0.968
6, 6, 0.967
0, 0, 0.980
7, 7, 0.986
1, 1, 0.973
1, 1, 0.979
4, 9, 0.843
9, 4, 0.952
4, 4, 0.953
3, 7, 0.889
4, 4, 0.979
8, 1, 0.915
2, 2, 0.990
2, 2, 0.923
1, 1, 0.993
8, 8, 0.907
7, 7, 0.988
0, 0, 0.985
8, 8, 0.852
1, 1, 0.983
0, 0, 0.989
7, 5, 0.877
6, 6, 0.989
3, 3, 0.971
7, 7, 0.979
7, 7, 0.951
5, 6, 0.830
8, 8, 0.944
8, 8, 0.920
9, 9, 0.904
0, 0, 0.978
0, 0, 0.976
4, 6, 0.970
1, 1, 0.947
5, 3, 0.979
2, 6, 0.959
2, 2, 0.961
3, 3, 0.925
9, 9, 0.936
4, 4, 0.946
9, 4, 0.951
5, 5, 0.937
0, 0, 0.994
6, 6, 0.990
7, 7, 0.985
7, 7, 0.978
1, 1, 0.991
8, 3, 0.946
0, 0, 0.952
2, 2, 0.926
2, 2, 0.990
0, 0, 0.983
4, 4, 0.903
1, 1, 0.990
1, 1, 0.992
2, 2, 0.862
7, 7, 0.993
3, 5, 0.915
9, 9, 0.947
7, 9, 0.901
2, 8, 0.930
8, 8, 0.938
1, 1, 0.991
9, 9, 0.957
5, 8, 0.919
8, 8, 0.921
8, 8, 0.912
1, 1, 0.991
9, 9, 0.886
8, 8, 0.950
3, 3, 0.955
1, 1, 0.973
6, 1, 0.916
5, 5, 0.924
7, 7, 0.996
4, 4, 0.962
2, 2, 0.969
7, 4, 0.858
0, 0, 0.979
3, 3, 0.972
0, 0, 0.995
4, 1, 0.981
1, 1, 0.879
1, 1, 0.978
7, 7, 0.987
9, 4, 0.905
1, 1, 0.993
1, 1, 0.991
8, 8, 0.943
5, 6, 0.976
7, 8, 0.825
5, 6, 0.880
0, 0, 0.995
6, 6, 0.994
6, 6, 0.993
0, 0, 0.994
4, 4, 0.956
1, 1, 0.982
2, 2, 0.989
3, 2, 0.970
4, 4, 0.945
4, 4, 0.971
6, 6, 0.945
8, 8, 0.948
0, 0, 0.982
9, 9, 0.974
5, 8, 0.922
8, 8, 0.963
7, 1, 0.897
0, 0, 0.996
3, 3, 0.982
5, 0, 0.888
4, 4, 0.927
5, 2, 0.923
9, 9, 0.964
6, 6, 0.982
7, 7, 0.990
1, 1, 0.985
9, 4, 0.974
6, 2, 0.954
1, 1, 0.993
3, 3, 0.944
8, 1, 0.866
3, 5, 0.797
9, 9, 0.979
1, 1, 0.951
2, 2, 0.880
7, 7, 0.982
7, 7, 0.961
7, 0, 0.925
0, 0, 0.978
2, 2, 0.971
3, 3, 0.988
1, 1, 0.977
1, 1, 0.993
4, 4, 0.937
2, 2, 0.950
5, 6, 0.768
6, 6, 0.941
0, 3, 0.943
9, 7, 0.979
6, 6, 0.988
2, 6, 0.922
8, 3, 0.951
9, 9, 0.957
2, 8, 0.930
3, 3, 0.981
3, 3, 0.981
6, 6, 0.990
9, 4, 0.968
1, 1, 0.902
4, 8, 0.837
3, 3, 0.942
3, 3, 0.969
0, 0, 0.994
7, 7, 0.957
7, 7, 0.970
1, 1, 0.966
7, 7, 0.988
7, 7, 0.979
3, 3, 0.923
6, 6, 0.990
4, 4, 0.926
9, 9, 0.975
5, 3, 0.935
4, 4, 0.963
4, 4, 0.936
2, 2, 0.906
7, 7, 0.959
9, 9, 0.962
0, 0, 0.922
9, 9, 0.955
8, 8, 0.879
4, 4, 0.960
4, 4, 0.942
9, 9, 0.973
1, 1, 0.995
2, 2, 0.984
4, 4, 0.973
9, 4, 0.955
3, 3, 0.907
0, 0, 0.995
4, 4, 0.960
1, 1, 0.994
6, 6, 0.944
2, 2, 0.991
6, 6, 0.988
3, 3, 0.970
7, 7, 0.991
4, 4, 0.986
2, 2, 0.991
6, 6, 0.996
6, 4, 0.817
7, 7, 0.996
1, 1, 0.990
8, 8, 0.912
9, 4, 0.932
0, 0, 0.993
4, 4, 0.940
1, 1, 0.995
4, 4, 0.959
2, 2, 0.992
1, 1, 0.993
3, 3, 0.941
6, 6, 0.993
4, 4, 0.981
6, 6, 0.983
7, 7, 0.992
5, 3, 0.957
8, 8, 0.931
7, 7, 0.996
0, 0, 0.996
5, 3, 0.933
1, 1, 0.991
4, 9, 0.951
2, 6, 0.972
8, 8, 0.934
4, 4, 0.976
7, 7, 0.990
7, 7, 0.995
3, 3, 0.966
8, 6, 0.930
4, 4, 0.951
9, 9, 0.976
5, 2, 0.944
8, 4, 0.921
6, 6, 0.990
7, 7, 0.995
3, 3, 0.988
4, 9, 0.887
6, 6, 0.973
7, 7, 0.988
1, 1, 0.994
7, 7, 0.996
4, 4, 0.947
3, 3, 0.977
3, 2, 0.855
9, 8, 0.877
8, 8, 0.930
8, 8, 0.944
1, 1, 0.992
8, 4, 0.907
6, 6, 0.941
3, 3, 0.972
1, 1, 0.983
1, 1, 0.990
3, 4, 0.931
5, 5, 0.941
2, 2, 0.990
8, 8, 0.945
4, 4, 0.877
2, 2, 0.992
9, 7, 0.953
7, 7, 0.992
1, 1, 0.993
4, 4, 0.972
8, 8, 0.955
2, 2, 0.993
9, 9, 0.939
6, 6, 0.989
4, 4, 0.967
1, 1, 0.982
3, 5, 0.792
4, 9, 0.973
2, 2, 0.951
5, 5, 0.940
2, 2, 0.992
5, 5, 0.942
6, 6, 0.994
8, 8, 0.939
0, 0, 0.989
6, 6, 0.990
2, 1, 0.988
4, 4, 0.965
9, 4, 0.932
4, 4, 0.970
9, 9, 0.925
4, 9, 0.977
5, 0, 0.968
1, 1, 0.992
5, 6, 0.946
8, 8, 0.927
4, 4, 0.967
7, 7, 0.979
9, 3, 0.899
5, 8, 0.879
9, 9, 0.917
5, 5, 0.859
9, 9, 0.973
1, 1, 0.978
5, 5, 0.895
8, 8, 0.940
3, 3, 0.951
9, 9, 0.977
9, 9, 0.959
1, 1, 0.987
8, 8, 0.902
3, 2, 0.970
8, 8, 0.955
6, 6, 0.996
5, 8, 0.912
2, 2, 0.938
7, 7, 0.989
2, 2, 0.928
7, 7, 0.942
6, 6, 0.996
0, 0, 0.991
9, 4, 0.977
7, 7, 0.980
9, 9, 0.967
4, 4, 0.947
6, 6, 0.993
0, 0, 0.957
5, 5, 0.829
3, 3, 0.972
5, 5, 0.954
7, 7, 0.991
3, 3, 0.987
9, 9, 0.958
3, 3, 0.981
6, 6, 0.989
8, 0, 0.936
3, 3, 0.984
1, 1, 0.994
7, 7, 0.995
6, 6, 0.997
5, 3, 0.957
5, 8, 0.903
7, 7, 0.989
6, 6, 0.996
5, 0, 0.867
8, 8, 0.932
2, 2, 0.913
1, 1, 0.989
7, 7, 0.994
9, 9, 0.956
2, 2, 0.972
7, 7, 0.987
3, 3, 0.965
6, 6, 0.995
7, 7, 0.982
8, 8, 0.937
5, 5, 0.921
3, 1, 0.950
7, 1, 0.935
7, 7, 0.994
8, 8, 0.896
4, 4, 0.984
0, 0, 0.983
7, 7, 0.992
3, 3, 0.887
0, 0, 0.990
6, 6, 0.945
3, 3, 0.966
9, 3, 0.973
7, 7, 0.995
1, 1, 0.991
9, 9, 0.962
5, 5, 0.931
3, 2, 0.935
6, 6, 0.995
0, 0, 0.994
9, 4, 0.898
2, 8, 0.785
8, 8, 0.941
0, 0, 0.987
9, 3, 0.925
1, 1, 0.989
6, 6, 0.990
0, 0, 0.998
0, 0, 0.996
1, 1, 0.988
9, 9, 0.901
0, 0, 0.997
0, 0, 0.997
4, 4, 0.975
2, 2, 0.783
1, 1, 0.976
7, 4, 0.934
0, 0, 0.953
3, 3, 0.941
4, 4, 0.983
4, 2, 0.892
7, 7, 0.995
5, 5, 0.904
9, 9, 0.974
8, 2, 0.933
2, 2, 0.986
0, 0, 0.990
0, 6, 0.890
8, 8, 0.927
6, 6, 0.989
2, 1, 0.937
2, 2, 0.990
7, 7, 0.973
6, 6, 0.995
1, 1, 0.995
2, 2, 0.990
9, 9, 0.946
2, 2, 0.994
6, 6, 0.984
